scramble,orientation,2x2x2,2x2x3,EO,block_fr,block_br,co,pll,total_moves
D R' U B2 L' D L2 F B2 U2 L2 B' U F D U L F D B' D2 F2 U B D,,F2 U B F2 U L U',B R' B R' B,B' D' B,B2 D' L' D L B2,D' R' U L' F2 L U',R' D' R D' R' D2 R,D F' R F' L2 F R' F' L2 F2 D2,46
L U' R' U' D B U' B2 L' B2 U' L U B' F U2 R B' D R',,R2 F' D' L2 B' L,D' B2 D2 R D R2 B2,B R' B',D R2 U' R D R' U,L B2 U R' U' B2 L',R D R' D R D2 R',D' B2 D' L R' B2 L' R D' B2 D2 D',49
R B' F' R2 U' L' R' B R D' U R' D R2 F2 B D B' L2 B2 U2 R',,R' B L2 U' R' U,R' B R D2 R2 B,R F D2 F2 R F,D2 R2 D2 R2,D2 R' D2 L' D R D' L,D L' D2 L2 D L2 D L2 D2 L',D2 R2 F2 R B R' F2 R B' R D2 D2,52
U L' F R U B F' U' F D' U2 B F2 U2 B D2 F' R2 B' D2 F,,D' F R' U B' L' U',B' U' L' B' L B2 U,B U R2 U' B',R U R' D R U',D2 R' D2 R D2 R' D2 R,,D' L' F R' D2 L B' L R2 U2 R2 B L' R D2,48
F D2 F' U2 B' R' U D2 L2 D' R B' U' B2 D L2 R' B D2 F,,B R2 F2 U F' U',R' D' B' R' B2,B F' R B2 F D' B,,D R D2 R2 D' R2 D' R',D2 B' L' B R' B' L B R,D2 L R D2 R' D' R D2 L' D R' D2,47
U' D B R2 L U' D' L' R' D L U2 B' L B2 L2 F R' F B' L U R B F2,,L' B' D L' F,B2 R2 B D' L B' L',B R2 B2 D' B,B2 D2 R' B2 R D2 B2,L D' R D L' D2 R2,R' D' R D' R' D2 R,D2 R' D L' D R D2 B R F2 R' B' F2 D L D,54
F' D' B' R' B' R L2 U' L2 D' L' U B' U D B' R' U' L U',,B' F2 D2 L2 B' L' U',D2 B' D L B' L',D B' D' B,F' R' D' R D R F,D R' D R D' R' D' R,,D F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D',48
L' F' R' F D' L B' F2 L F2 B2 L' D' R2 U2 D2 F L2 R' B' U2 F,,R' B2 F2 R' F',F' U' R U F D B2,R' B' F D' B F',R D2 R2 D' R' D R',D2 R' D2 R D R' D' R,B' D F D' B D F',D' F2 R D' L D2 R' D L' R2 F2 R2 D F2 D,55
R2 F2 B D L2 B R D' F R2 U2 F2 R2 U' L' F L U' F U R' D' B2,,D L' R2 B2 U B' U2,R B2 D' B2 R' B,B R B2 D' B,D2 R D2 R',R D2 B' F D2 B F',D F' R' B' R F R' B R,D2 D' F2 U' B2 U' L2 B' U' F U2 B' U F,52
D' U' B2 U' B F D U' F2 B U R2 U B' F2 U' R2 B R' L F2 D' B' D,,R' D2 B' F2 L2,R B2 L B L' B',R B F' R B' F2 D F',R' U R' D R U',R2 D2 R D R' D R2,B' D F D' B D F',D B2 L2 D' L2 U B2 U' B2 D B2,50
R2 F' B2 R2 U' R L F B' D U2 L2 F' B R2 B' D2 F R' U2 B2,,D R2 B' U L D F2,B R2 B D B',B' F D B F',R' D R2 D' R2,L U2 L' D2 L U2 L',L' D2 L2 D L2 D L2 D2 L',D D' B2 U' L2 D L2 B2 U R2 D' R2 D',51
U' B' U L2 U' R2 L D R U' R' B2 R' D2 B' U' L' U' L2 D B R2,,L' D' U2 B' L2,D' B2 F' R2 F D' B',B F' R B' F,R2 D2 R' D R' D' R2,D2 R' D2 R D2 R' D2 R,R D R' D R D2 R',D' F2 U B2 U R2 B U F' U2 B U' F' D' D',54
F2 U D B' U' B2 F' L' B2 D2 B2 L' R2 B2 F R L2 D' R' L2 U2 R F2 U L,,L B R' U F' L,F' R2 F R2 B,R2 B' D B,R U R' D R U',F2 L D L' D' F2,D' B' L' B R' B' L B R,B2 L2 D' L2 U B2 U' B2 D B2 D',47
F' L2 U' F' U D B L2 R B' L F L' F R2 U2 R' D U L,,D2 L F' U R2 F2,R2 B' D2 B' D' B',D B R2 B2 D B,R2 D2 R2 D' R2 D2 R',D' B' D F2 D' B D F2,F' D B D' F D B',D L R D2 R' D' R D2 L' D R' D,52
U2 D' F' R B2 R' B' R2 F L' U2 F R2 F D2 U2 R2 B2 D R F D,,B' D2 L F D U2 F,D R' D B' D' B2,B R2 B2 D B,D' R2,L' D R' D' L R,B D2 B' D' B D' B',D2 B2 D' L R' B2 L' R D' B2 D2 D,45
D' B R D U B D' R' L' F L2 F R2 F2 R D2 B U F U2 F2 L2 F2,,L D2 F' R' U L',B2 R' B' D2 R2 B,D B R B',D R' D' R2,D R2 D2 R' D' R D' R2,F' D2 B' F D L2 D L2 D' L2 B,D F2 U B2 U R2 B U F' U2 B U' F' D' D2,54
L' D2 R L2 D R' F B U2 R2 L2 B D' B R B L2 B' L2 D' L2 R U2,,B F' L U' B2 U2,R' B R B L B' L',R F D2 F2 R F,F2 D' B' D F2 D' B,D2 R D2 R D2 R2,D F' R' B' R F R' B R,D' F2 U B2 U R2 B U F' U2 B U' F' D' D',56
R2 D' L R2 F2 U B' L R2 F U' D B L' D' R2 F2 B' R' F' L2 R' D L2,,B2 D' U L B' R U2,D' B' R B2 D' B2,B R2 B2 D' B,D2 R' D2 R,D2 R' D2 R',F' R' B' R F R' B R,D L R D2 R' D' R D2 L' D R' D,46
R2 U' B' U2 D F U F' L2 U F2 D R2 L2 D' U B R D' F2 U F2 L2 R',,B U' B2 R2 D2 L2,R' D R' B2 R B2,B R' B2 D' B,L' D R' D' L D2 R,R' U' L B2 L' U,F D' B' D F' D' B,D D' B2 U' L2 D L2 B2 U R2 D' R2 D',50
B' F' D F' L' R B' D' L B' F2 L2 R' B R2 B' R U L2 B2 D F' L2 F2 L2,,D2 B' R' U F' L,R B2 D' L B L' B',F' R F,B' U2 B D' B' U2 B,B2 D' R B2 R' D B2,D' L' D2 L2 D L2 D L2 D2 L',F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D',55
D B' F2 U' L2 F' D2 U2 R L B' L2 B' U2 F R2 B2 U L D' F2 D L' D' R',,U F2 L' R' B' U' F',D2 B' R' D2 B' R2 B,R' B R' B2 D' B,R D' R,L B2 D B2 D' B2 L',D' B' L' B R' B' L B R,D F2 U B2 U R2 B U F' U2 B U' F' D' D,54
L2 U' B' R2 L2 D' L2 B F R' D L R B' U' D F L B' L R2 D B U',,L B R' U2 B' U',B D' R' D R' D B',B' F D B F',F2 L D L' D' F2,D R2 D' R' D2 R',D2 B' L' B R' B' L B R,F2 U B2 U R2 B U F' U2 B U' F' D' D,53
F2 L F D' F' D2 U L D' U2 L F L B2 L D' U L D2 F2,,R B' U2 B' U2 L,R D2 B2 D' R D2 B',B' D2 B2 R2 B',D2 U' R D R' U,D2 R D2 R',L2 B2 L F2 L' B2 L F2 L,D B' L B L' R' B L R' B L' B' R2 D,51
F2 B2 R F D2 B R2 B R' F2 R D' U2 B' L' R B U2 F' U2,,U2 R2 B' D L2 F L,D2 R' D B R2 B,R' B R' B2 D' B,L' D R' D' L R,B' D' R' D2 R D B,F' R' B' R F R' B R,D L2 D B' F L2 B F' D L2 D' D',52
U D R' B D2 L' B R2 B' D U F B2 L2 U B' F' R F U B R' B' D2,,U L' F' D U F,D R' B L' D' L,B' R' D R B,R' D' R D R' D R2,L' F' L B2 L' F L B2,D' B' L' B R' B' L B R,D2 L2 D B' F L2 B F' D L2 D' D2,53
D' U B R2 L F' L2 R2 U D2 R2 B' F' D B2 F R2 L2 D R',,R2 F U B' L,R2 B L' D' L,B F' R B2 F D' B,R' D R2 D' R' D2 R2,D' B2 L' D' L D B2,D F' R' B' R F R' B R,D' F2 R D' L D2 R' D L' R2 F2 R2 D F2,54
U2 L' B2 U' D' F2 U2 F R B U R U' B L' D F2 L B2 F R D,,B R' F2 D' L' U',B2 D2 R D R2 B2,D' B R B2 D' B,R' D2 R,R2 D R2 D R2 D2 R2,F' R' B' R F R' B R,D B2 L2 D' L2 U B2 U' B2 D B2 D',48
L B' R' L2 F L' U' D2 F U D L F' R' L U' B2 L' B' L2,,F U2 L' U2 B U',R' B D' B2 D' B2,D B' D' B,R D2 R D R,R D2 R' D' R D2 R',D' B' L' B R' B' L B R,D2 L' R' D2 L R B D' F D2 B' D F',50
B F2 L2 R2 U2 F2 R L2 F U2 R D2 R' L' B2 F2 D B R2 U2 B2 D2,,D' L F2 L D L2 F,D B2 R2 B D2 B',B F' R B' F,B' F D2 B F',R D' R' D' R D R',R D R' D R D2 R',L' R' D2 L R B D' F D2 B' D F' D2,50
L2 U L D' L2 U2 B D R2 F L2 R U' L U F' D R' B' D F' L F U2 R,,U B' D2 U L',D B L' D' L2 B2 L',F D F',F D B D' F' D B',D R' D' R2,B D' F' D B' D' F,D2 L R D2 R' D' R D2 L' D R' D2,45
F' L2 U2 B R2 F' D U L' D' L U L B L D B' R' D R',,U B' D' U' L' D F,D' R2 B D B',R B' D' B,R2 D R2 D2 R,R2 D R2 D R2 D2 R2,F D' B' D F' D' B,D2 L' R' D2 L R B D' F D2 B' D F' D',49
B D2 B2 R' B2 L B2 U' D' L U' B F' L' R2 D' R B' L2 B U L B',,D' R F L D2 F2,B2 L F' U2 F L',B R B',F2 D' B' D F2 D' B,R D2 R D' R' D R',D F' D2 B' F D L2 D L2 D' L2 B,D' L' F R' D2 L B' L R2 U2 R2 B L' R D',56
L' F' B' D R D' U' B2 F2 U' L F D2 U L' R2 U' L B R2 L2 F2,,F U R B2 D B' U',B2 D2 B' R2 B,R' B' D' B,F2 L' U L' U' L2 F2,D R' D2 R',D B' L' B R' B' L B R,D B2 L2 D' L2 U B2 U' B2 D B2 D2,48
D2 L2 R' D' F2 B2 D2 F R L2 F R D2 R2 F2 L' R D F U' B2 D B2,,D' R B' F' R' F',L F' U B2 F L' B',F' R2 F2 D' F',D' R' D2 R D R' D' R,D2 R' D2 R2 D R',D' L' D2 L2 D L2 D L2 D2 L',F2 U F' D' B D2 F' D B' D' F2 L2 U' F2 D',57
F R2 B' U' D2 R D L F' B R' B L2 U' L' U' B' L2 B R2 L B L2 R',,L F' U R2 B' R' U2,U F2 D R U2 L U,B R' B2 D' B,R' D2 R D2 R' D2 R,D2 R2 D R D2 R2,L' D2 L2 D L2 D L2 D2 L',F2 U B2 U R2 B U F' U2 B U' F' D' D',55
D2 R' L2 B2 L D' F2 R2 L2 B' R D L2 F2 L' D L2 R2 D' L D2,,D' R D2 L F2,B' F' L U' L' F,R2 B R' B2 D' B,D' R D2 R2 D' R2 D' R',D R2,B' D F D' B D F',D D' F2 U' B2 U' L2 B' U' F U2 B' U F D2,49
R' D U2 F2 D B2 R2 D R' B' D' B D U' F B D2 B D2 U L F' R' U2,,L D R' F2 D2 F,B' R B D R' B,F' R F,R D' R' D R2,D2 R D R',F' D B D' F D B',D F2 U B2 U R2 B U F' U2 B U' F' D' D2,46
B' F' R B D' F2 R B' L' D U B2 L D2 R2 F R2 D2 L B' F2 R2,,R2 D U' L' F L2,R2 B' R2 D R2 B2,R' B U R2 U' B',R' D2 R D R' D2 R,D R' D' R' D' R2,F D' B' D F' D' B,D D' F2 U' B2 U' L2 B' U' F U2 B' U F D2,53
B L' R2 F2 R' D B2 L F R2 B' L D2 U2 L2 R2 B R' L2 U2,,F' U' L B U2 L2 F,D B' R2 D R' B,R F D2 F2 R F,,R' D2 R2 D' R2,F' D2 B' F D L2 D L2 D' L2 B,D' F2 U' B2 U' L2 B' U' F U2 B' U F D2,49
F2 R' F2 U' L' U2 B L D2 R B2 L2 B U' B' D2 F B D R U B' D,,U2 F L' B U' L2,B2 D' B',F D' F2 R' F,D' R' D' R,R' D2 R' D2 R2,R D R' D R D2 R',R' U F2 L2 U L' B2 L U' L2 F2 U' R D2,44
L B' F L' D' F R2 D R L U' R2 B' L2 F2 U2 R F' R2 U R2 F L' U2,,L' F' L2 R' B' L U',D' R2 D B' D B',B' D2 B2 R2 B',B' D F2 D' B D F2,R D R2 D' R2,D L' D2 L2 D L2 D L2 D2 L',D' D' F2 U' B2 U' L2 B' U' F U2 B' U F D2,55
D F2 D L' F2 L2 R D2 F D F' U L2 F' B2 U' F2 U F2 U B2 D,,D L F R2 U2 B' U2,L2 U R U' L2 B2,B' D' B,D2 F2 L D L' D' F2,R' D R2 D2 R2,D F' D2 B' F D L2 D L2 D' L2 B,L D' B R' B' L' B R B' D' L D2 L' D',54
D F' B D' B U' F' B U' L2 U L D U F R B2 D' L' B,,R D2 F2 D' F U,B R B2 R2 B,U L' F L U',R2 D' R2 D2 R2,D' F D' B2 D F' D' B2,D F' D2 B' F D L2 D L2 D' L2 B,D F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D2,57
L' U2 D2 R D2 R2 B2 L R2 B2 D L' U L F2 B' D2 U' B2 D2 U2 B2 F2 U2 B,,U R U2 B2 R2 F',R2 B L' D' L D2 B',D' B R B2 D' B,D' L' D R' D' L D2 R,D R' D2 R',D2 B' L' B R' B' L B R,D,41
R2 D' R B' D R F' B' L U2 D' R' F L U' R' D B2 F L D,,D2 R F L2 D' F,R D R2 B2 D2 B',F' R B' F D' B,D2 R' D2 R D2 R' D2 R,D2 R' D2 R D R',R' D' R D' R' D2 R,D,40
L2 R' D L U' R2 F2 L' R2 B' L2 U' B F U2 L' D2 B' L F D2 F2 L' D' L2,,D R' B D2 F2 L,B' D2 R' B,B R2 B',R' D' R,R2 D R2 D' R2,F' D B D' F D B',D2 F2 R D' L D2 R' D L' R2 F2 R2 D F2 D,43
L' R U R U D2 R2 U2 L2 R U L' U D B' R U F B2 L D2,,L B' R U B F' U2,B R2 D' B2 R D2 B',B R' B2 D' B,F2 L D L' D' F2,R D2 R D R2,D L2 B2 L F2 L' B2 L F2 L,D2 B2 L2 D' L2 U B2 U' B2 D B2 D',52
L2 U R' B2 R2 U' F' D F R U2 L2 D U2 L2 D2 B' R2 U' D L2 F L',,D' L2 B' U L,D' B2 R' D' B2,B' D2 B2 R B',D2 R' D2 R D R' D2 R,F' U F2 D' F2 U' F,D' L' D2 L2 D L2 D L2 D2 L',D2 L D' B R' B' L' B R B' D' L D2 L' D2,55
F2 B' R2 F2 U' F' D2 B D2 U R L2 D2 F U2 F2 U R2 L F B L' D2 B',,L U' B2 D2 R F',B' R D2 B',D2 B R' B',D2 R' D2 L' D R D' L,D' U R' D' R U',F D' B' D F' D' B,D2 F' R F' L2 F R' F' L2 F2,45
F L D' F2 U B2 D2 U' L2 U2 R' U D R' D' B F D2 U B2,,D' L2 B' D2 B' U',B D2 U R2 U',D' B R B2 D' B,D2 R D2 R' D' R,L D' R D L' D2 R',F' D2 B' F D L2 D L2 D' L2 B,D F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D,57
U' R2 U' L' B R' L D2 B L R U' B U B L' B R' D' F2 D' B' U R,,U2 R' B D' F2 L,R2 B2 D U' B' U,R' B' F D' B F',R' D R' D2 R' D2 R2,L D' R D L' D2 R',D2 B' L' B R' B' L B R,D F2 R D' L D2 R' D L' R2 F2 R2 D F2 D',56
F2 R L' F2 L B R D B2 D' L R' U2 D' F' L2 B U2 L' F2 L' U2,,L B2 L2 B' D2 L F,B D' B2 R' D' B2,B U R2 U' B',B' D2 R' D' R D' B,R' D' R',F D' B' D F' D' B,D2 R2 F2 R B R' F2 R B' R D2,46
U' R' U' B' U L2 B2 U' F2 D F L B2 U2 B2 L' B F L' U F',,R' F' L' B' U L,R B2 D2 B R' B2,F' R F,R' D' R D R' D2 R,R' D R D R2 D2 R2,F' D2 B' F D L2 D L2 D' L2 B,F2 R D' L D2 R' D L' R2 F2 R2 D F2 D',54
F2 L2 R' D2 U L2 R' F2 D2 B' D' L2 F2 L' R F2 D F' D' R2 L B2,,F D F2 U R' U2,D F D2 F' R D2 B',F' R F2 D F',D' R' D' R,D' R2 D R D' R2,B' L' B R' B' L B R,R' U F2 L2 U L' B2 L U' L2 F2 U' R D2,50
L F2 L2 U R F' L R2 D2 R' U L2 U' D R' L' F R F' L,,R U' B D L U',B2 L R2 B L' B',F' R' F2 D2 F',D' L' D R' D' L D2 R,D R D R' D2 R2,D B' L' B R' B' L B R,F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D2,55
D2 R' B D R' L B' R F2 D2 R' B L' F' D' L B2 L U' D B R' B' U2 R2,,U' B' D L' U2 L2 F,B2 R' D2 R2 B,D' B R B2 D' B,F D2 F D F' D F D2 F2,R2 D R2 D' R' D2 R',D' F' R' B' R F R' B R,D2 L' R' D2 L R B D' F D2 B' D F',56
B2 R2 L' B L' F' U' R2 L D U B' R2 B' R' U2 D' R B F2 L' U2,,R' F2 L' U2 F',B D' R' U R U',B' D2 B2 R B',D F2 D L D' L' F2,D R D' R D2 R',D B' L' B R' B' L B R,D F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D',54
U2 B F' D2 R B U2 D2 L2 R2 B2 D L2 R' U' F' R2 B' L' B' R L D',,B D' B F' L2 U,R' D2 B2 D R' D2 B2,D' B R' B',D R2 D2 R D R' D R2,U R' D' R D2 U' R',D L2 B2 L F2 L' B2 L F2 L,F' R F' L2 F R' F' L2 F2 D2,52
F L2 D' R F D L F L' R2 B' F D2 F B2 R2 D2 U' B R2 D,,R B D U2 B2 L2,R' D' B2 D' B2,D B R2 B2 D B,D' R D2 R2 D' R2 D' R',R D R' D2 R2,D' L2 B2 L F2 L' B2 L F2 L,D L' R' D2 L R B D' F D2 B' D F' D2,54
L' R2 B2 R2 D2 B' U' B' L2 R' U2 R2 D' R D' R B U L' R' D L R' B U,,U F R2 U' R' U,R2 D' B2 D2 B D B2,D B' D' B,D' L' D R' D' L R,D R2 D' R2 D2 R',F' R' B' R F R' B R,L' F R' D2 L B' L R2 U2 R2 B L' R D',52
L2 D' R2 L U2 L B L' D2 R2 L2 F2 B R L2 D2 R L2 F2 U2 F B,,D2 B' D' R' B' L U',B D2 R D R2 B2,B U R2 U' B',R' D R D R D R2,R2 U R U' R B2 D B2,D' F' R' B' R F R' B R,D2 L R D2 R' D' R D2 L' D R' D,54
L' D2 R' D2 R' B R L' F2 R2 D U' L' R2 B D' F U2 R' D U' L B2,,L B2 L2,D2 U' B U2 R' U',F D2 F2 R F,D' R' D2 L' D R D' L,R' D2 R' D R',D' B' L' B R' B' L B R,D R' D L' D R D2 B R F2 R' B' F2 D L D2,52
B' L2 D' F R L2 U' B' R U R B U' D B R L' D F2 B D,,U' F2 D' U2 L',B R D' B' R' B,D2 B R2 B',D' R' D' R,D2 R2 D' R2,R D R' D R D2 R',F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2,44
B R2 L B' U2 L' U F R U' B2 D2 U2 B U' D2 R2 D2 U' R B2 R',,B R D2 F2 U L U',B2 D' L' D L,B R' B2 F D' B F',R2 D' R2 D' R D2 R2,D2 R D R',B' D F D' B D F',D F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2,52
U R' D' U B2 D2 F' U2 B2 F2 D' B2 U' B2 U F D F2 B U,,U2 R' D R2 U,D B2 R2 B D2 B',F' R F2 D2 F',D R' D R' D2 R,L D' R D L' R',R D R' D R D2 R',D2 R2 F2 R B R' F2 R B' R D2 D2,47
L D B' U F' U' F2 R2 L2 B2 D2 U2 L F D B U R L2 U2 D2 R' U2 R F,,L2 F U' F2 U2 L',D2 R' B D B2,F' U' R2 U F,D2 R' D2 R D' R,L U' L' D L U L',D2 L' D2 L2 D L2 D L2 D2 L',D2 L R D2 R' D' R D2 L' D R',50
B D F B D2 R' U2 B' U' B F2 L U B2 L2 D B2 D' B D U' R2 F',,F2 U2 F D' L' D F2,B2 D' R2 B2 R D' B2,B F' R B' F,D2 R2 D2 R D R' D R2,R D2 R' D2 R2,F' D B D' F D B',D' L' F R' D2 L B' L R2 U2 R2 B L' R D',54
F2 D' R' F2 U2 D R' D B2 L' U B R' D2 F2 R' D B U' R F,,D R2 D2 U F U,B2 D2 R2 B R2 B2,D' F' R B' F2 D' B F',D2 R' D2 R,R2 D2 R D R2,D' L' D2 L2 D L2 D L2 D2 L',D2 D' F2 U' B2 U' L2 B' U' F U2 B' U F D',54
F U2 F' B' L F D2 L' B' R F R D' R2 U R D2 B' R U' R2 B2,,F' D B' R2 D L2,B R' B2 D U R' U',F D' F2 R' F,R D2 R2 D' R2 D' R',B' D F D F' D B,B' D F D' B D F',D2 L D' B R' B' L' B R B' D' L D2 L',53
L' R2 D L2 U B' R' D2 U' F U2 R B U' B R U2 B2 F' U,,U2 R' B U B L,D R2 B' D2 B',R2 B' D B,D' R D2 R D2 R,R D2 R' D' R D R',R' D' R D' R' D2 R,D L' F R' D2 L B' L R2 U2 R2 B L' R D,50
U' F2 B2 U' D2 L U' L' U2 L' R2 F U2 D F R2 B' U D2 R2 F2 U,,U2 B2 F' R2 D L2,B' R D' B2 D B',D B R2 B2 D B,B' D2 R' D' R D' B,D R2 D R' D2 R2,D' L2 B2 L F2 L' B2 L F2 L,D F2 U B2 U R2 B U F' U2 B U' F' D' D,56
B2 F' U R2 F R F' B U2 R B' F' U' F B L F' L F2 U' R' D2 L,,F L' D' F' L2 F,U R U' B2 R' B,R' B U R2 U' B',R2 U' R D2 R' U,F D' B2 D F' D' B2,D2 F' R' B' R F R' B R,D2 D' F2 U' B2 U' L2 B' U' F U2 B' U F D',55
U' L' F U L' R2 U2 D' F2 U' F U2 R L' B2 R2 D2 F2 D B2 R' F' B L' B2,,U R F' D' F,B' D' L' D L,F' R2 F2 D F',F D2 F D F' D F D2 F2,R2 D R',F' R' B' R F R' B R,B2 L2 D' L2 U B2 U' B2 D B2,45
B D' B2 L' U2 L' F U2 B2 R2 L D F' R2 D' F R' B D' B' R F' L',,L U' L2 B' U2,D2 B' U R' U',B' D B2 R' B',D' R D2 R2 D' R2 D' R',R2 D R D' R D2 R',D L2 B2 L F2 L' B2 L F2 L,D F2 R D' L D2 R' D L' R2 F2 R2 D F2 D,55
D' L2 B2 L2 R2 F2 D L B D2 L' U' F2 B2 R D2 L' U2 L' U D2,,B2 F U' R' F U,D' R' B D2 R2 B,F' R B' F D' B,R2 D' R' D' R,D2 R D R',B' L' B R' B' L B R,L2 D B' F L2 B F' D L2 D' D,46
L2 B L' D2 L' B' U' B U L' D' B U B' D2 L U' B' D2 L2 D2 U R',,L' D F' U2 L F',B' L' R2 D L2 B2 L',F' R' F2 D2 F',D2 R' D' R2,L' F' L B2 L' F L B2,L2 B2 L F2 L' B2 L F2 L,D' F' R F' L2 F R' F' L2 F2 D2,50
B' D2 U2 F' B2 D' F' D B2 U2 B2 F' R F2 L F2 R' B' R' B' F D,,F' D F L',R2 D2 B',F' R B' F D' B,F D B D' F' D B',R D2 R D' R D R2,D F' R' B' R F R' B R,D2 L' F R' D2 L B' L R2 U2 R2 B L' R D,51
R' U D2 B' R D' R2 B2 R2 L D F2 B2 R2 B L F D2 U' F L2 F',,R2 D2 B U' R F' L,D' L' D2 L B',B F' R B' F,D R' D2 R D R' D' R,D R D R',B D2 B' D' B D' B',D' D' B2 U' L2 D L2 B2 U R2 D' R2 D2,49
F' L' R' D2 R2 B F2 U2 D2 R U2 F' D2 F2 U F U D F R2 B D,,L B' L2 B' U' F',L' D2 L D' U R' U',D2 B R' B',D R' D2 R2,B' D2 B' D' B D' B' D2 B2,D' F' R' B' R F R' B R,D F2 U L2 D2 F2 D' F2 D' L2 F2 D2 F2 U' F2 D,55
U' B2 D' F R B D' L R2 U R2 U L R2 F' L' B R2 F' B' L F2 D2 F',,B F' L2 F' L F,B2 R2 D' L B L' B2,F' R B' F2 D' B F',D' R2 D2 R D R,D' B2 L' D' L D B2,D' B' L' B R' B' L B R,D D' F2 U' B2 U' L2 B' U' F U2 B' U F D2,57
F2 R' L F2 B L F R' U B' L F2 U L2 U' B' R2 B' R' D',,B F2 L2 R' B' U2,U' F L B' F' U,F' R' F,R D' R2 D R2,D2 B2 L' D' L D B2,D F' D2 B' F D L2 D L2 D' L2 B,D2 B2 D' L R' B2 L' R D' B2 D2 D2,51
R' B U2 D L B R' D B' D' U2 R B' F' U D F B' D F L2 D R,,F U2 L F D' L',D2 B R' B' D B',R' B U R2 U' B',D R' D2 R' D2 R2,D' L D' R D L' D2 R',F' D2 B' F D L2 D L2 D' L2 B,D' F2 U B2 U R2 B U F' U2 B U' F' D',57
D U' B' R' F2 L2 D2 R B U B' D' R2 F2 B L F2 D U B2 L' D' F',,L F2 D' B' L,R' D R2 B' R B2,F D' F2 R' F,R2 D2 R D R' D R2,R2 D' R D' R2,D2 B' L' B R' B' L B R,D' L' D2 L B R D' R' D' B' D' L B' L' B D,53
B R U2 R B' D' R D2 L R' B' U B L' F' L F' U' B2 R' D' F',,R' D' F2 R' F' U,L' D2 R' D L,D B R B',L' D R' D' L R,D' B2 D' L' D L B2,,D2 L2 D B' F L2 B F' D L2 D' D2,40
B D' U R' U2 B F2 D B2 F' L2 B' F D F2 B2 D2 B R2 U F2,,F2 R2 U2 B' U',B R2 D2 R D' B2,F' R' F,F2 L D L' D' F2,R D' R2,D2 L2 B2 L F2 L' B2 L F2 L,R2 B' D2 B2 R2 F' U2 F2 U2 R2 B' D2 R2 F2 D,48
U L' D2 U L D' F' D' R2 D B' F' U L2 U2 R2 F' R' B2 D U2 F,,F2 U' L' F2 D2 L2,B' D R' B2 R D2 B',B F' R B2 F D' B,R2 D2 R D R' D R2,B2 R D' B2 D R' B2,B' D F D' B D F',F2 R D' L D2 R' D L' R2 F2 R2 D F2 D2,55
F2 D2 F' U2 L2 F2 L U2 L' F R B D2 F D' R L' U2 F2 R L' B R2 U2,,U2 B U2 L,B2 D' R2 B D B',B' D B,D F2 D L D' L' F2,R2 D2 R D2 R2,F' R' B' R F R' B R,D' L D' B R' B' L' B R B' D' L D2 L' D,48
F' U' R F D L R' F2 B' L' F2 R2 F' D' B2 R2 U F L2 D' F2 L' U,,U B2 F2 L' B' L,D2 R' D2 B' D' B',F' R B' F2 D' B F',R' D' R' D' R' D' R,B' D2 B' D' B D' B' D2 B2,L' D2 L2 D L2 D L2 D2 L',D' L' R' D2 L R B D' F D2 B' D F' D2,58
U R L D B2 L' D' L' R' F' U' B2 U2 L' F2 D' B2 R' B2 D2 R' B L',,F U2 F2 R2 B U',D R D B' R2 B,R' B' F D' B F',R D2 R D' R D R,D' R D2 R' D' R D R',D F' D2 B' F D L2 D L2 D' L2 B,L D' B R' B' L' B R B' D' L D2 L' D',59
B D' U' R2 L2 D B2 F' R B2 U B' U2 B D' L U2 L U2 L2 D F2 B R2 L',,F2 R2 F' U R F2,D2 R' B D2 B2 D' B',R B' D' B,D R D' R' D R2,D R' D2 R2 D R2 D R,B D2 B' D' B D' B',D' F2 R D' L D2 R' D L' R2 F2 R2 D F2,52
B F' R2 D' B2 U2 F' B' D F B2 R U2 B' R F' U2 F' L' U2 D',,D' F2 L F' U' L',R2 B2 R' B,B R2 B2 D' B,R2 D' R D2 R2,L D' R D L' D2 R',D F' R' B' R F R' B R,R2 F2 R B R' F2 R B' R D2 D,47
B' L' D R2 D2 B' D' F D' L2 F2 D2 R2 D2 R L' D' F' U L R U F L2 B,,R' B2 D F' L2,B D2 B R' D B',D F' R B' F2 D' B F',D2 R2 D' R2 D2 R2,D' B2 L U' L U L2 B2,D' F' R' B' R F R' B R,L' F R' D2 L B' L R2 U2 R2 B L' R D2,56
R' B2 U2 D2 R' U' L2 F L' F2 U' B D L2 D B2 L2 B L2 U2 F2 L D',,D L2 R F2 D' B' U',R D B2 L' D' L,,R' D2 R,D2 B2 L U' L U L2 B2,B' D F D' B D F',R2 B' D2 B2 R2 F' U2 F2 U2 R2 B' D2 R2 F2 D2,46
