scramble,orientation,fb,2x2x3,EOPair,LXS,co,pll,total_moves
F2 L2 R2 U D B2 U2 L B' F' U B U' L' R U2 F R2 F D R2 L B',x x,R2 D R B D F2 R2 F,L2 R' D' L2,U2 R,U U F L2 B' R2 B L2 F',L' U' B' U B L,B' U L' B L U F' L' B' L F U2 B U',43
U' L2 B L' D' R2 L2 D2 B' L2 B L U R U' R F' B L2 D R' F D2,x x y,L D R' B' U' B2 D' B2 L2,L2 B F' D2 B' F,L U L' B2 U2 B2,U2 R' U' R,R' F R F' U2 R2 B' R' B R',U' L' F U2 L2 F L' F L F' L2 U2 F' L U U',51
F' D2 U2 F D R' D' B L D' U2 F B' L2 B D L2 B R' D' R D' L2,x z x,B' U L' F2 D R' B' L' R' F',B2 D B2,R U R' F2,B' R' F2 R B,F R B' R B R2 F',U' R' F' R' F R' D2 L B' L' D2 R' U2,42
D' B U' F R D' F D2 F2 D' B2 L' D2 F B U2 R2 U2 F2 L B2 L R U,x x y,L2 B2 D' F L' R F' R B' D,R2 B2 U B2 R2,U L U L',U U L' D L2 U' L2 D' L,F R2 B' R' B R' F',U' F2 D B' R2 B D' F L F L' F U2 F' U2,50
F D2 L2 D' R B2 D' L' D' F2 B' U F L2 D F2 L' D2 B2 F2,x x,F' L2 B D' B F' R B2 F2,U2 R2 U L2 D L2,U2 R U R2,U U2 R' U2 R U2 R2 U R',,U2 L U' F R' F' L' F R F' U' L U2 L' U2,43
R2 F' L' D2 L2 U2 B D U R U' D' L2 D2 U' B' F L' U B' F R,z z,L2 D2 F' U L B D' F D2,R D L' D' R',U' L' U2 L2,F' L2 F' D' B D' B' D2 F2,L' U' B' U B L,U2 U' B2 R F2 L D R D' R' L' F2 B R' B,48
R' F U' F2 R D' L2 F L D L R B2 F' D U' L2 U B D2 U',x x y,R' F2 U2 R' B' L D,F2 D2 R' B2 R F2,U2 R B2 R' U' B2 U2 B2,R U2 R2 U' R2 U' R',L U' R' U L' U' R,F' L B' U2 F R' F B2 D2 B2 R F' B,48
R2 U R F2 R F' R2 D' U' L2 D2 F2 D' R L2 B2 D' R' U2 R2 L B2 D,x x,F' R' U2 B' L B2 L' B F,U' R2 U L2 D L2,D R' U R D',R2 D' F2 U2 F2 D R2,L U' R' U L' U' R,U2 L U' F R' F' L' F R F' U' L U2 L',48
B F D2 B' L2 B' D R2 B R B' U' F2 R2 B U2 R2 U B R2 D,x x y,F' L' R D B R B' R D',R2 B2 R' F2 L2 D2 F2,R2 D' R' D R',L' D L U L' D' L,F U' B' U F' U' B,U2 L2 B U' F U2 B' U F' B2 L2 B2 U L2 U2,50
R2 L U' L D' R2 D' R' L B' D' L' F' R' F' L' F' R2 B2 R' U R' D B,x x,D2 R U' R' F' D2 L' D' F',L2 D' R D' L2,R' U R' U R2,U2 B' R2 B' D' F D' F' D2 B2,F U2 F' U' F U' F',U2 F2 L2 U' L2 D F2 D' F2 U F2,47
R2 B D U2 L' F2 D R' D2 L2 U F2 R' F' U2 R L' U2 L' F R2 B' L B2 F2,x z x,U B' R' U2 R' F' D L2 U F',L U B2 D' R' B2,F2 L' U L2 F2 L' F2,L' D' B F' L2 B' F D L,U2 L' B' R' B L B' R B,U B' F' U2 B F L U' R U2 L' U R',54
R' U' L R' F2 L' U2 L U D2 R' D' R U' L B2 R2 F2 B2 L U' R2 B2 R',x x,L' F2 D' L B2 D2 B2,L2 D2 R D L2,D' U' R U R' D,U R D' U R U2 R' D R',B' R' F R' F' R2 B,L' B L' B2 R B' R' B2 L2 U' U',45
D B' D2 B D L2 U2 L2 B D' U B' L2 F R2 U2 R' D B F' R2,x x y,R' D' B' L D2 U2 L2 F2,F2 D2 F2,L' B2 L2 U2 L' B2,U R' U' R,U L' U2 L2 U L2 U L2 U2 L',U' R2 D' F2 U F2 R2 D B2 U' B2 U,43
D' L2 U F2 U' F2 B D' L U' F' B U F2 U2 F2 R' F R2 D2,z z,R2 F' L B2 D L' B U2 R,U' R B2 R',,U U2 L2 B' L2 B L B' L B,B' U F U' B U F',U2 R L U2 L' U' L U2 R' U L' U,42
R' D2 B U' R' B F U' B2 U' F' R U B F' L D' B' L' F R F' R' B U',x z x,F U2 L D2 R' B2 F2 D',B2 R D2 B2 L,R U R' U F2,U U' R' L' F2 R U L' U L2,B' U F U' B U F',U' U' L2 D' B2 U B2 L2 D F2 U' F2,47
D' L2 F' U' F' L' F2 B L' D2 R' U2 B2 R' B F' L2 D R B R L',x x,U' L' U B' D R2 D2 F L2,L' B2 L' D L2,U2 R2 U' R2,B D2 B' U2 B D2 B',F R B' R B R2 F',U' R B' R' U' F D2 F' U F D2 R2 B R2 F' U',48
B2 F2 L2 F L2 U' R' B D F L F' U R D2 U B2 R F2 R' D U,x z x,B2 R' D' U' L B2 D2 B D' F',B2 F2 D' R F2 R' B2,F2 U F2,U U2 L2 F2 L U L' F2 L2,U2 L' B' R' B L B' R B,B' R F' U2 B L' B F2 D2 F2 L B' F U,52
L' U2 D2 F L' B D U' R D2 U' B2 D B L F' U R' U' D' L2 B,x x,U' F U R2 D' U' R B' D2,R2 U' L2 D L2,R2 U R' U' R U R2,B' R2 B U' F' U' F,U2 B' U2 B2 U B2 U B2 U2 B',U F' L F L' R' F L R' F L' F' R2 U,52
D' L2 U F' U D' B2 L2 U L' B L R2 B D' B U' F B U L2 R B2,x x,L2 F' U2 L D' U' L2 F,L2 D R2 D L2,U R2 U' R2,B' R U' R U R2 B,B' R' F R B R' F' R,U U' F2 D' L2 U L2 F2 D R2 U' R2 U2,45
B2 R D' R' L2 U L F2 U2 B R' L D2 F' D R' D2 U2 L F2 U',x x,D' B D U' L B R2 B F,L2 D L2,R2 U R U' R2,U U B' R' F R' F' R' B,U B' R' F R B R' F' R,U L' B R' U2 L F' L R2 D2 R2 F L' R U',50
F2 D R2 B2 R2 U' F2 B2 R2 U D' R' F R' F2 B' R' D2 L' U2 L,x z x,F2 L2 B2 L D2 R2 F' R',U' B2 D' B2,B2 D2 F2 D2 B2,U' L2 B2 L B2 R' U2 L F2 R,B' R' U' R U B,U R' L F' D2 L2 B U2 L2 D2 F R' L' U,47
F' B2 L U2 L2 U2 R2 U L R F2 R2 L' D U' L B2 U' F B D2 B' U D R2,x x,U' B' D L' B2 F' R F2 D',L F2 L',R' U R' U' R2,R U R2 U2 R' U2 R,U' B' U2 B2 U B2 U B2 U2 B',U L R U2 R' U' R U2 L' U R' U2,46
U' R2 D' F D2 F' D2 R' D2 U' F R2 D' U' B2 U L F' D2 L' B2 D2 F,x x,U' F L' F2 R U2 L' F,U2 R2 U L2 D L2,U' R U R' U R2,U2 U' R U2 R' U2 R U2 R',F R B' R B R2 F',U F U R U B L U2 L' B' R2 F R F2 U,51
L U' D R' B2 U' B' D' F' B2 R B F2 D B2 R U' L2 B2 R2 L,x x y,R' U' L' D2 L2 F' U R2,L2 B F' D2 B' F,U L' D L' D' L2,L' D' R U R2 U' R' D L,B' U F U' B U F',L2 D R2 D B2 R D L' D2 R D' L' U' U2,50
R' D R' L2 B2 F2 D2 L' F L' B2 L' D B' F2 R2 F' B D' L B' U D2 R2,x x,F' R B2 F' R2 B L' U L',L2 D' L2,R' U2 R2,R' U2 R U R U R,U2 B' R' F R B R' F' R,U' L U' F R' F' L' F R F' U' L U2 L' U',46
L2 D' U' L' D2 B F2 U2 L F L F2 U2 R F D U' F' B' L',x x,B' L2 U' R B F' D',U2 L2 D' R2 D' L2,D' R U' R' D,R U2 R',F U2 F' U' F U' F',U2 B' R B' L2 B R' B' L2 B2 U,39
D R2 U' F2 D L' B' U' F' R F2 R' U' F' D U' L F2 R2 U2 B L2,z z,D B2 R U B' U2 R2 F D' B',U R B2 R',L' U L U L2,U' F' U' L2 U F B' U2 B,B' R' F' R B R' F R,B2 R2 U' R2 D B2 D' B2 U B2,46
D' U B F2 D2 R' L' B2 F' D R F D' L R2 F' D' U' F2 B' D2 F L' D' B,x x,L2 D' F U' R' F L U F',U L2 R D L2,R' D' U' L F2 L' D,U' R B2 U B2 D' R2 D U2 R',B' U F U' B U F',U2 F2 L2 U' L2 D F2 D' F2 U F2 U',50
D2 B2 L U F2 U2 F L U2 F2 L U R D B U2 F' U R' D' B,x x,R2 U B L D L2 R F' D2,U' L2 D L2,U R' U2 R' U2 R2,L' B2 R B2 L,B' R' F R' F' R2 B,U U' F' U' L' U' B L' B' L2 F R U2 R',45
F2 R U2 R B D' U L D' F2 B2 L' R2 F' L' R2 D R' D' U2 B2 R' F L F,x z x,D L R D F' D B L D',U B2 D B2,R' F' D R' D' R2 F,U' R' U' F2 U L' R U L,B' R2 F R F' R B,F R' F R L' D2 R2 D' R D R D2 L F2 U2,51
D F2 U2 L' F' B R2 F' R' L' U' D L D' B F D' R2 B' U',z z,D' U F L2 D' F2 D R',R2 D L' D R2,L2,U' F D2 L B' R2 B L' D2 F',F R B' R B R2 F',U F' L' F U' L2 U' F' L' F2 U' F2 L F U L2,47
L' U2 B2 U R' L U F R2 D2 F2 B' U F R B' D' R F R2 D2 F' D2,x x,B' R2 U F' D2 L2 R' D F',U L2 R D L2,B' F R2 B F' R,U B2 R2 U2 B2 U B2 U R2 B2,B' R' F R' F' R2 B,U2 L2 B L D2 R L F' L' F2 R' D2 B' U U,52
D' L' R2 D F2 L2 D U F' U' B2 F' R D U' R2 D F2 D2 F' L R,x x,D L' D2 B D2 B' D2,L2 D R2 D L2,R' U' R2,U U' F' R' F R' F' R2 F R2,U' F' L' B' L F L' B L,U' F2 L2 U' L2 D F2 D' F2 U F2 U',46
U F' B' R' B F2 L2 U' F' L2 D' U' B' U' B2 D2 R2 F' D' R' U2 F2 L U2,x x y,B' L' U' B' L2 B' D L R',F2 R D R' F2,L U' L' U B2,U R2 U2 R U R' U R2,F R B' R B R2 F',U2 B2 L2 F' L' F L2 B' L B' U',45
F B L B' R' D2 L D2 F2 R D F2 R L2 B' L F2 U2 B' R2,x x,D L' F D R B' U' F U2 L2,U2 L2 R' D' L2,R2 U' R' U R U' R2,U B' R' F R' F' R' B,F' L' B' L F L' B L,U2 R' U L' U R U2 F R B2 R' F' B2 U L U2,54
F2 L' B2 L B2 F' L' D' B' U2 R2 B2 F2 R' L B F R2 D2 F' D',x x,F' D B2 D' L U' F R' B',L2 D2 L B2 L,D' U R U R' D,U2 R' U' R2 U R,B' R2 F R F' R B,U F U R U B L U2 L' B' R2 F R F2 U',48
B' L D' U B2 D2 L' D2 B2 R D' B2 D' R' U' L R2 D2 L' F2 L' F2 U R,x x y,D' B' U F' U2 B2 R' D,F2 L2 B2 L' F2 R2,U' R' U' R U' B2,U D' R2 U' R U2 R' U R2 D,L' B' R B L B' R' B,B' D L2 F2 D F' R2 F D' F2 L2 D' B,51
L2 R2 B U' B U' F2 L B2 R2 B' U2 R U D' R' L2 D' U' L U2 F R D2,x x y,B' U' R2 B2 L2 U L B R,B F' R2 B' F D2,L2 F2 D R D' F2 L2,U2 U2 L' U' B2 U2 R' U' L R,U R' F R F' U2 R2 B' R' B R',B2 U B R B R2 U R2 B R' B' U',55
R D F' D F' R F U L2 U2 R B' L2 U2 B L2 U2 R' B2 R' L2 B2 D2 L,x x,B F R U2 L2 B' U2 R2 D' B',U L2 R' D' L2,R2 U2 R2 U' R,U2 U R D' U2 R U2 R' D R',F R B' R B R2 F',U F2 R D2 L D L D' L2 D2 R' L F L' F U,53
B' U' D2 B' F U R' D R B' U' D2 B' D B' R' B2 F' R L D2 F2,z z,D F U B2 L' D' U' R B,R2 D' R' B2 R',U2 L U L' U L2,U2 L U L',U B' R B R' U2 B2 L' B' L B',U2 B2 L D2 R D R D' R2 D2 L' R B R' B,50
R' D2 L2 B' U' F' R' F2 B U2 L2 U2 D R' F R B R B' D' U B D F2,x x,B2 L' R2 U2 L' U2 B L' F',U2 L2 D' R2 D' L2,U2 R2,U' B' R F R D R' D' B F',U' F' L' B' L F L' B L,U2 L U' F R' F' L' F R F' U' L U2 L' U',51
B2 L B2 U' F2 D F2 U2 L2 F B2 U2 D' L' R B' L2 R2 B' F2 R2 L2 B U,x x y,D F' R U2 R F2 R U' B',R U R' U' R',R' U L R U' L',U2 U' L' R' B2 L U R' U R2,F U2 F' U' F U' F',U F2 U R' L F2 R L' U F2 U' U2,49
F2 R' D' F' L F2 D' B2 D U B L2 F2 D' L2 F D2 U L2 R U' B R D2,x x,R D' U' B' R B' F' R D2,L' B2 L' D L2,U R U' R2,U2 L' B2 R' B2 L,F U2 F' U' F U' F',,31
D2 L R' D2 L2 U2 F' L' R2 U' F2 D' B' R2 L' F' B' D2 B2 F' L' F2 D R2,x x,B2 D B F' D2 L' B F2 L2,L2 D R' D' L2,U' R2 U' R2 U' R,L' B2 D' R2 D B2 L,F R2 B' R' B R' F',B U L U' L' B2 U' R' U R B U U2,47
L2 R2 U F2 D2 F R2 B2 F2 D' L' R D' U' F' B R2 B' U' B2 U',x x y,D2 R D2 U F D2 R' D' B',U' F2 D F2,R B2 R' B2 U B2,L' B2 U' B2 U L,L' B' R B L B' R' B,L2 D L' U' R U2 L' U R' U' L2 F2 D' L2 U2,48
R' D' F L' F2 U' B2 D2 R B2 U' R2 F2 D' B' F D' B2 R D2 U L',x x y,D2 U2 B' L D2 U L2 R',R2 B2 U B2 R2,D L U' L' D',U B' U2 B2 U2 B2 L U L' B',,U' R2 D' F2 U F2 R2 D B2 U' B2 U,40
F' R D2 F U' L' F' D R' L2 D' F L B2 D2 B' L2 F2 D' F,x z x,L' F' D' L2 B D U F' L D2,B F L2 B' F',R U2 R' F2 U F2,L' U' L' B2 R D2 R' B2 L2,R' F' L F R F' L' F,U B' U2 B L F U' F' U' L' U' B L' B' L U2,54
F' B' R2 L D2 B F' U2 D2 F D2 F' D2 F2 D B2 R' L D' U B' F L' D,x x,B D R D2 L2 U' B2 L B',U2 L2 D L2,R U R U' R2,U2 R' U2 R2 U R U R,L U' R' U L' U' R,U2 F2 U' L R' F2 L' R U' F2 U2 U',45
D2 F L U F R2 U L' U' D' B2 F2 R2 D2 L F' B2 R2 D2 R2 F',x x,R D2 L R' D' U B L',R2 U L2 D' L2,R U' R,U2 R2 D R' U R D' R2,B' U2 B2 U B2 U B2 U2 B',U2 F2 U' L R' F2 L' R U' F2 U2 U2,45
B L' U R2 U2 D2 L2 F' L2 D2 L2 D' F2 L D L2 F2 L F D2 B2 L2 D2 U2 B2,x x,D2 F U2 B' R2 D L' R' B',U' L2 R' D L2,U R2 D R' U' R D',U R U' R2 U2 R2 U2 R,B' R2 F R F' R B,R2 U' R F' R' U R2 B' R' F R B,48
L' F L2 U2 D' R' D' L2 B2 L2 D F' R2 F2 U' B U' D B' L R D2,z z,B U B2 L F' R' F' D' B,U' R' F2 R,U2 L2 U' L' U L2,U' F' U L U2 L U L2 U' F,U B' R' F' R B R' F R,U R U' B L' B' R' B L B' U' R U2 R' U2,53
U R' F D2 U L' R B2 F D' U' L2 F' U' L U L2 F L D F2 B',x x,F2 L' U2 F' L2 U R' D B',U2 R2 U L2 D L2,D R' U2 R D',U2 B' R2 U' R2 U B,U2 F' L' B' L F L' B L,R' U L' U R U2 F R B2 R' F' B2 U L U2,51
F B2 U' R F2 L2 R2 D2 B F2 L' U' D F U B U' B L2 B' L2 R D2 U2,x x,B' U' L R' B2 D L' B2 F,U' L2 D L2,U' R2 D R' U' R D',U' B2 R' D' R D B2,F U' B' U F' U' B,U B2 D B' U' F U2 B' U F' U' B2 L2 D' B2 U,50
L2 F' B D2 L' R2 B F D' R U2 D F2 R' U' D' B L2 B' U',x x y,U2 B R2 D' L' F2 L2 R F' D,F2 R D' R' F2,D' U R' U' R D,U' L' B2 D L U L' D' L,L' B' R B L B' R' B,U2 F B U2 B' U' B U2 F' U B' U',50
D' F' B D L' D2 F B2 D2 B2 L D B2 L' U' R' L' U B U2 L R2 F L,x x y,B R' B' D' R2 B' D L',F2 L2 B2 L' F2 R2,R' U R2 B2 R' B2,U R L' D L' D R F2 D2 R2 L2,U2 L' U2 L2 U L2 U L2 U2 L',U' F' U2 F R B U' B' U' R' U' F R' F' R U',57
U2 B' F L U F' B2 U2 F B2 U2 F2 R' U' L R D2 B R' B2 U2 R2 B' L,x x,D L R' U B' D2 B' L,R2 U L2 D' L2,U R' U R2,U B2 D' R' D R B2,U' B' U2 B2 U B2 U B2 U2 B',U L' U2 L F R U' R' U' F' U' L F' L' F,49
F' D2 F U' B' R' D B2 R U L2 F L U F D' R' U B' F2 R' U L' R D,z z,R D2 B L' D B' U2 F2 D2,U2 L R2 D' R2,D F2 U' F2 D' L,U2 U L U' L2 U2 L2 U2 L,F U2 F' U' F U' F',U2 B2 U' R L' B2 R' L U' B2 U2,47
F L D2 F2 U F' R2 D' R2 B' R U2 F2 L' R2 D U' R2 F' U',x z x,R' B2 D F R U' B L' R',L2 B2 D B2 L2,R U L' U' L R',U R' F L2 D' L' D F' L' R,B' R' F R' F' R2 B,U2 F2 U' F L' F' U F2 R' F' L F R,50
D2 B' R2 L' F' R' B2 R D U2 F2 L2 D' U B L2 D U2 L2 U D2 B' L2 D',x x y,B' U B' F' L2 R D B L2,B2 F2 D R' B2 R F2,R D' R D R2 B2,U2 B2 L' D2 R D R' D L,U R' F R F' U2 R2 B' R' B R',F' U2 F U' B U2 L F' U F L' U2 B',55
L F2 B' D U R L B' D2 R' B' R2 L B' F R2 U2 R' U' R U2,x z x,U' R F' L D' B' R2 B R,,R U2 R' F2 U F2,U2 L R2 D' L D L2 R2,F U2 F' U' F U' F',U2 F2 R2 F L F' R2 F L' F U2 U2,42
D' L2 R2 B L F' U' L2 U' R F2 U' L2 F' B L2 B R2 F B2 U2 R U',x x,U2 L' B D2 L2 R' D F U2 B,U' L2 D' L2,U2 R' U' R2,U2 U' R U' R2 U2 R' U2 R,L' U' B' U B L,U' L F' L' B' L F' D R' D' F2 L' B U,47
L F U2 R L' F' R F' B L F2 D2 R' B' L2 B L B' U L,x x y,L2 B' L' R F' U2 B F2 D,F' L B2 L' F,R B2 R D' R' D R',U2 L' B2 L U R' U' R,F R2 B' R' B R' F',U U' B2 R2 B U R U B U2 B' R' U' R' B,51
B' F D U R2 F D2 U2 B2 F U' R F' B' R F2 R2 D L2 D R' L' B2 D L',z z,B' D U' R B U' F2 U2 B2,L2 U' R2 D' R2,L2 U' L2 U' L,U2 U R U' L U R' U2 L',F U2 F' U' F U' F',U R' F L' U2 R B' R L2 D2 L2 B R' L U',50
F' D R U' L2 F2 D' B2 R' L2 F2 R D2 L2 U' F' D F B U2 D R L',x x y,U2 L' D B' F2 L2 U' R F L,U F2 D' F2,B2 L U2 L' B2,U R' U2 R U2 R' U2 R,R' F R F' U2 R2 B' R' B R',B2 U B R B R2 U R2 B R' B' U',49
L F U D R' U2 L R2 U F2 R' L' F L2 U D2 R U' F' L2 U B2 F',x x y,F' L2 D F' R B F' L' D,U2 B2 U' F2 D' F2,U' B2 L' B2 L B2,U L' B2 L R' U R,U R' F' L' F R F' L F,U F B U2 B' U' B U2 F' U B' U,49
R L2 D2 F L2 R' F2 U2 B D L' R' D F' U R2 F2 B2 R2 L2,x x,F R2 U B R' D F' D' L,L2 D' R' D L2,U R' U2 R2,U B' R F R F' R B R U2 R',L' B' U' B U L,U L' R' D2 L2 F' L' R2 B' L U2 R' F L' U U2,51
D2 B' L2 U D' B' U F2 U F' U2 F2 U2 L2 R D2 L' D' U' B2,x x,U F R2 B2 F' D' B L',L2 D' L2,D' L F2 L' D,U' U2 F' U' R' U' R U F R,U2 F' L' B' L F L' B L,U' L2 U F' B L2 F B' U L2 U' U,47
L2 U F R' B D L U L R F R L F' D B2 R2 U D2 R' D' F,z z,B' L' D R B D U' F D2 B,L' U2 R2 D R2,L' U' L,L U2 L' U2 L U' L',U' F' U2 F2 U F2 U F2 U2 F',U2 R' F L' U2 R B' R L2 D2 L2 B R' L U',50
U B' R2 B2 L2 B2 R2 U D B' L2 F' D U B2 D2 L U2 D2 F' R,x x y,B' F2 U L2 R B U L2,B2 U F2 D F2,L' F2 R2 D R2 F2 L,U' U2 B2 U2 L U' L' U2 B2,U' R' F' L' F R F' L F,U2 F B U2 B' U' B U2 F' U B' U2,50
R B D' U2 B2 F R2 L2 B' L2 R D2 R' U F2 B U2 R' F L2 R',x x,D2 B2 D F2 L2 B' L' F2 D',L' B2 L,B' F R2 B F' R,U U B' U' R2 U R2 B R U2 R',,U,30
F' D2 L F2 L2 B2 R F' B D2 B L D2 L' R2 D2 B2 U D L2 U' L2 U,x x,L F D R B2 L U R2 D B',L2 R' D' L2,D' U R U R' D,L U' R U L' U2 R',U F' L' B' L F L' B L,U' U' B2 D' F2 D' L2 F' D' B D2 F' D B U',51
R B R2 D2 R B' U2 B2 U' B2 L2 U B2 F U' B2 U B U R B' D',z z,L U2 B L' B2 U2 B R2 D',R F2 L R' D2,U' L' U L U' L2,U2 U L D' U2 L U L' D U L',U' F' L' B L F L' B' L,U B' R B R' L' B R L' B R' B' L2 U,54
F' D' L U R D2 B2 U2 F2 U F R D' U B' L' F L2 B U R B R',x x,B' D U L' D B' U L D2,L2 D' R2 D' L2,R2 U' R2 U' R,U' R U2 R' U' R U R',U2 B' U2 B2 U B2 U B2 U2 B',U2 R2 B2 R F R' B2 R F' R U2,48
L U2 L D2 F L B' F' U L R U2 L U' L' R2 D' F' U L',x x,U' B' R' B U B' D L D,L2 R D' L2,R U' R2,B2 F2 L D2 L' B2 F2,L' U' B' U B L,U R U' R' F' U F R B' R B R2 U' U,43
R2 F' D' U' B' F R2 F B' D' B' F2 R' D' R B2 D2 U' L2 F',z z,B2 L2 F D R2 U L D' B,L U' R2 D R2,L2 U2 R U' L2 U R',F2 D2 R' B2 R D2 F2,U2 F' U2 F2 U F2 U F2 U2 F',U' U' B2 D' R2 U R2 B2 D L2 U' L2 U',51
L U2 R B' R U2 L2 F2 R' B2 L2 B' U' F' B D' R L D2 F' U' R' D2 R2,x x,B2 U F' D F2 R' D B F',U' L2 D' L2,U2 R' U2 R' U2 R2,U2 U B2 R U R2 U R2 U' R B2,U B' U2 B2 U B2 U B2 U2 B',U' R2 B2 R F R' B2 R F' R U2,51
F' B2 D' U L R2 F U2 L' B2 U2 D' B' F' D B' D L2 B' D L2 D',x x,U2 L2 B2 D F' U2 B F2,U L2 R' D' L2,R' U R U' R2,B D2 F' L2 F D2 B',B' U' R' U R B,B D F2 U' F2 R' F2 R D' U2 L U' B',44
R D R' F' U2 R2 D F B U D2 B2 F R D L D L2 B' U' B,z z,F2 R F2 U L2 B' R' D2 R' D,U2 R' F2 R,R U' L U L2 R',U2 F' L2 U' L2 U F,L' B' U' B U L,U2 F' R U2 F2 R F' R F R' F2 U2 R' F U U',49
B' U' L' B2 D R F2 B' L2 B2 D2 R' D2 F L' U' L2 U2 R D' B2 D' F R2 U',x x,L F R D' F' L U' F L,U L2 R' D L2,R' U2 R U R2,R2 U R2 U R2 U2 R2,B' U2 B2 U B2 U B2 U2 B',U2 L' U2 L F R U' R' U' F' U' L F' L' F U,51
D' L B' F2 D U R' L' F' R U' R2 U' L2 B2 R' F' L2 F' L2 D' L' F',x x,B' R2 D U2 L F R2 D' B,L2 R D R' D L2,D' R U' R' D,U' B' R U' R U R2 B,U2 B' U2 B2 U B2 U B2 U2 B',B2 R U' L U2 R' U L' R2 B2 R2 U B2,51
B' R2 D' R2 F D2 F R2 F2 B2 L F' D' L' B2 D2 R2 F2 R D' F2 R U2 R',x x,B' R' D B' L2 F' R' D B',L2 R D' L2,U R2 U' R,U2 R D' U R U2 R' D R',F R2 B' R' B R' F',B2 R2 F R F' R2 B R' B U2,43
F' R2 L2 F' L2 B' U L F' B2 D' U2 B' F D2 B2 U' L2 F' B' L2 B' U L2,x x,D2 B L B' L' D2 F,U L2 D L2,U' R' U R' U' R2,U' R2 F' U' R' U2 R U F R2,L' U' B' U B L,U L U L F U F' U' L2 U2 L U L' U2,47
L2 U B F U' L2 B' F2 D F D2 U2 R U D L' B U2 R' L,z z,R' B' R' B U' F L F' D2,L' R2 D' R2,L2 U L2 U' L,U L2 F2 L' F2 L' U F2 L2 F2,U2 B' R' F' R B R' F R,U' R' F L' U2 R B' R L2 D2 L2 B R' L U',52
U' B' R' F' R2 B R' L U' F U' R' D L B2 U' L D F L R U D B2,x x,R' B R' B R2 U B' L' D,R2 U L2 D L2,U R' U R U' R2,U2 U' R' U2 R' U R2 U R,U' B' R' F R B R' F' R,U R2 B2 R F R' B2 R F' R U2,49
F' R' D2 F R2 F2 B L2 U2 F2 L' B2 F2 D F' B2 R' B2 R D',x x,L' F2 D2 L F U2 B' L F2,U2 L2 R D L2,U2 R2,U2 L' B2 R' B2 L,L U' R' U L' U' R,R2 F2 D2 L2 F' B' D2 R2 F' B' U,40
F D' R' D U' B2 U' L' D2 L2 R2 D U' F2 U2 B' R2 U2 L2 F2 R B R L' D,x x y,D F2 L' D U R D' B',R2 B2 R' B2 R2,R D B2 D' R',B' U2 B U2 B R B' R' B,L' B' R B L B' R' B,U' B' U F' U B U2 R B L2 B' R' L2 U F U2,51
F2 D L B' L F2 B D L' D2 L' B L' B' U' B' L' B L D L F U',x x y,D F L U2 R2 F2 D L2,F2 D' B2 D' F2,U L' D L' D' L2,U' L2 B2 U2 L2 U L2 U B2 L2,L' B' R B L B' R' B,U F2 U R' L F2 R L' U F2 U',48
L' R2 U' L2 F' B' U2 L' U' D F B2 L U2 B R' L U' L D2 F2 B2,x x,D2 R2 B L' B' L' D' B F' D,U L2 D' L2,U' R U' R,U' B' D U2 L' B2 L D' U2 R B,U B' R' F R B R' F' R,U B' R B' L2 B R' B' L2 B2 U2,49
R F2 L B2 F U' L2 F' D2 B2 R F' U D' L F' L2 R2 U F B U' D2 L',z z,D' U R2 F L U F2 L2 B,L U' R2 D' R2,L2 D' U L U L' D,R' F2 D' L' D F2 R,U B' R' F' R B R' F R,U F2 D R2 U2 F2 U' F2 U' R2 F2 U2 F2 D' F2,52
D2 B' F D L' B2 R' F2 B2 D2 B F R2 D' R B D' B D' U R2,x z x,R B' F' U' L' F R2 B' R',U B2 D' B2,U' L F2 L' F2,U U' F2 R' F2 R' D R D' R,U2 R' F' L F R F' L' F,F2 R2 F L F' R2 F L' F U2 U,48
L' B2 U D' L2 R D' U' R U L2 B2 F R2 F' L2 F2 U D2 L2 D R2 L2 F',x x,R' B L2 B2 R U B' R' D,U' L2 R2 D L2,R U2 R2,U2 R U R',B' R' F R' F' R2 B,F R' F R2 B' R B R2 F2 U2,38
U2 R B' L2 R U2 B' L2 B R D' F2 L2 D' L' F' U2 B' L F U2 F U2 R,x x y,F2 L' B' R' F2 D2 R' B U F,U2 F2 D' R' B2 R F2,B2 U B2 L U L',L2 B2 L U' R' U2 R B2 L,B' U' R' U R B,U' L F' L' B2 L2 F B' L' U' F U' F2 L' F B' U',55
D2 R2 B2 F2 R2 U' R U' D' F2 U2 F D' L2 U2 B' U B2 U' F2 B U L F B,z z,D' L' B' F' U R2 U2 R' B',B2 L' R D2 R',L U L2 U' L2,L2 F2 L' F2 R U2 R' L',U B' R' F' R B R' F R,U' F' L F' R2 F L' F' R2 F2 U,47
B U' F D' U' F2 L' B F2 R2 F2 U' R F L2 U R U2 D2 R2 F2 L D R U',x z x,F' D' B L F2 L' R B2 F',B2 R' D2 R B2,U' R U2 R',U2 R2 D2 L D L' D R F2 R,U L' B' R' B L B' R B,U B2 U L' R B2 L R' U B2 U' U',49
B' L' R2 F D B2 R L D' L D F R U' F' U2 L2 D2 B F' D' U2 F' U2,x x y,L' R F' D2 B2 D R' F,B2 U' F2 D' F2,U' L U L' B2 U2 B2,U L' D' R' U R D U' B2 L,U' R' F' L' F R F' L F,U L2 B U' F U2 B' U F' B2 L2 B2 U L2 U,54
