scramble,orientation,fb,block_fl,block_bl,cmll,eo,L6E,total_moves
D L B' L' B' D2 F' R2 B F' R' B U2 F2 B L F2 B2 U D B2,x2,D' U' B U2 R B L2 U' F2,L U l' U2 l,L2 U2 L' U' L U' L2,U F R2 F L2 F' R2 F L2 F2 U U2,,U' M U2 M' U M' U2 M' U' M2 U,44
L2 F L' D' L' F' B2 L D B2 L' F' B' R' U2 R F U' D R',x2,U2 R' D2 F' L U R F2 D',U' L' U l2 L' U' l2,U l U2 L' U2 L U2 l',U' U2 R' U2 L2 D R2 D L2 U2 R' U,,U2 M U2 M' U M2 U2 M2 U,45
U2 R F2 L2 B F U' B' D2 R' L U2 L2 R2 B2 D' R' L' U D2,x2,L2 B' D L B R B' D,L2 U L' U' L,U2 l2 U2 L' U' L U' l2,U' L' U R U' L U R' U2,,U M U2 M' U' M' U2 M,38
L2 U R U2 F' B2 U F2 R' D' R' L2 U' F2 R F2 R' B' L' B D' B,x2,L2 U R B' F' L U B D2 R',U L' U L2 U2 L,U L U l' U2 l U' L',U U R' F2 U F2 U F2 U' F2 R U,,M' U2 M U' M U2 M' U,44
B2 L' U2 B2 L' U' L' U2 B D' R B' U' D' F R' U2 D2 L2 F' R2 B' F D',x2,B D2 U2 R F' R2 U' B' D',U2 l' U2 l U L,U' l U2 l',U2 F R F' L F R' F' L' U U2,,M2 U2 M' U2 M U' M U2 M U',40
B' U D B R' L' F2 D B2 L2 U2 B D' R B2 L R' F' B' R' F2 D F2,x2,B' U' F2 L' B2 U' R' D' B' R,L' U' L U2 L' U L2,L U2 l U2 l' U' L U' L2,F R2 F L2 F' R2 F L2 F2 U,,U' M2 U2 M U2 M U,43
U2 F L U' R' B D' U2 R B F' U' D' L2 B' R2 L2 B' U' L' D',x2,R' U R2 B R D2 R' D,l2 U L' U2 L U l2,l2 L' U' l2 L2 U L',U2 B2 D F' L2 F D' B' U2 B' U2,,M U2 M' U M2 U M2,40
B2 D' B2 L' U2 L' D' R' L2 B' F R F R2 D' B2 D R' B2 R D' F B',x2,B U L2 B' R' B R F2 D',U l2 U' L U L U l2,U2 l U2 l',R U R' U L F2 L' U' U2,,M2 U2 M' U2 M',35
B D2 F R2 L F2 B2 U B' L R2 D2 L' R2 B' L U' R2 U2 B' F' L D2 U,x2,D2 U2 L' F D2 U' F2 L' B2,L U2 L,U2 l2 L' U' l2 L2 U' L',U' B2 D F' L2 F D' B' U2 B' U',,U2 M' U2 M,35
L D B2 R L' F' U L R' F2 U D' L B' R F2 U R' L2 U' L' D2 U2 B',x2,D' B D U' L' B2 L F' D,L2 U L' U2 L U' L,U L' U l2 U' l2 U' L,U' L' F U2 F' B' U' F U B U2 F' L,,U2 M2 U' M' U2 M U2 M2 U',46
D F2 D' B U2 D B2 D2 R F2 D R' U2 L' D2 F' D' L' R2 U2,x2,F2 D2 R' D' B U L R' F,l2 L2 U2 l2 U' L2,U l2 L' U l2 L2 U L',U2 F U2 F2 L F L' F U' R U' R' F' U2,,U' M U2 M U M2 U2,44
U2 F' U' R2 L D' R2 B' R D' U F D' B2 F' U B' F2 D' R2 U L D' U' L',x2,R F' L2 D2 F2 L' D B' F' D,U' L2 U L U L2 U' L,L U l' U2 l U' L',U U2 F B' U' B U F' U2 B' U2 B U',,U M2 U2 M2 U,43
U' F' L R' U2 B' R D R2 D R D2 L R' B2 F' D' L D F U2,x2,R2 F' D L B L2 F R D2,U' L' U' L,U L U' l' U2 l U2 L',U2 L' F U2 F' B' U' F U B U2 F' L U2,,U M' U2 M U M2 U M2 U',44
F D2 F U2 B D R2 U2 L R2 B R' L2 B2 D' U2 B' D2 R2 F' U',x2,R' U B U F D F' R' B2,l2 L U l2 U' L2,U' l2 L' U l2 L2 U L',U2 L' B' R' B L B' R B U,,U2 M2 U' M U2 M U' M U2 M',43
F D' F2 U2 R L2 D R' F2 B' U L2 R D' B' R D R D F D,x2,L D2 L2 B' D B U R,L' U2 L2 U L2 U' L,U2 L2 U' l2 U' l2 U L2,U2 L' U R U' L U R',,U' M2 U M2,35
R B2 L R U R' U2 F D' R D' F2 L' R U' L B U2 L' B',x2,U L2 F' R' F2 D F D2,l2 U' l2 L U L2,L' U l2 U' l2 U' L,U R2 B2 L D' L D' R2 F2 L U2 L U2,,U2 M U2 M U' M' U2 M' U',43
B L' B2 U2 D F U' L' F2 L F' R' D' L' B' D F L' D U B U',x2,D2 B L2 U R' B' U B',l2 L2 U2 L2 U' l2,L2 U' l2 U l2 U L2,F U' B' U F' U' B,,U2 M2 U M' U2 M U M U2 M,38
R2 F2 L F L2 R2 U' L B' R F2 B2 L' U2 F' L' U2 B U2 R2 L F D2,x2,B2 R U2 L' F L' B D F',l' U2 l U' L2,L U2 L' U2 L U L',B' U2 B' D' F R2 F' D B2 U2 U,,M' U2 M U M U2 M' U',40
D F B U2 B D' B' R' F' B U D B F' L2 B2 R U' R2 U' B2 D2 B U2,x2,R2 U2 B F' U2 R F D',L' U' l2 U' l2 U L,l U2 l',U' R' U' F U F' R U F U2 F' U,,U2 M U2 M' U' M2 U M2,38
L2 B2 U2 D R2 B2 L U D L R2 F' D2 B' F D' R F R B F2,x2,D2 L' R2 D2 B' F D B F2,L U' L U L' U L2,l2 L' U l2 L,B U' F' U B' U' F,,U M2 U2 M U2 M U',35
L D L2 U2 B2 U F B L2 B L2 B L2 F2 U2 D' L' U L' D2 U2,x2,D2 L D' L B R2 D2 U B,l U2 l U' l2 U L,U L U l' U2 l U2 L',U2 R U R' U R2 F2 R' U2 R F2 R2 U U',,U M2 U' M U2 M U2,45
B' D R2 F' R B2 R2 F2 L2 R F L R2 F2 L' R' U' F2 B2 U F',x2,L' U2 L D R' F U' R' B',L U2 L' U' L U' L,l U2 l',U2 L2 R' D' L' D F2 L2 U L U' R,,U2 M U2 M U M2 U' M' U2 M U2,42
L U F' R2 D' F R' D' B R2 B' F R2 D' L R F2 U B D F' D2 R B' F,x2,R2 B2 R U B' L' U B,L' U2 l U2 l' U' L,L U L' U' L U L',U' L' U R U' L U R',,U M U2 M' U2 M2 U M' U2 M',40
L' F' L B' D' R' D2 B2 D' F2 B2 L' F D' U2 R L U2 D2 L2 R,x2,L2 U' R2 F D2 B2 D' L' B',l U2 l2 U2 l,L' U l2 U' l2 U' L,B U2 B D F' L2 F D' B2 U',,U M U2 M' U,36
R' F2 L U2 D R U2 L2 F B D R L2 D' B' R2 F2 L F L R U B D' R',x2,D2 F' D2 R' F D R2 B,U2 L2 U l2 L U' l2,l' L U2 l U' L',B' R2 D L2 D2 F' D R2 D L2 D' B U2,,M2 U' M2 U' M' U2 M,41
D' B' U D' F2 B2 L2 B2 U L2 B' R' D F2 R U2 L2 U2 D' F' R2 B' D,x2,L R2 D L' F D' B U' R2 F,U l U2 l' U2 L,U' L2 U2 L' U' L U' L2,U U' F R B' U' B2 U B R' F',,M' U' M2 U' M2 U M U,43
F2 L B2 F' U2 D' R' D' F2 R2 F' D R F B2 L R' U R' F' U' D2 L U2,x2,B2 U' B L R' F D' B' D2,U l2 L' U' l2,l2 L2 U' l2 L' U L',U L' B' L F' L' B L F U',,,31
U2 D B L R2 D' L' F' R B R L2 U B2 U' R' L' D' L2 R2 U' B,x2,F' U' L2 U' B D2 L F' R',l L U2 l' U L,U' l2 L' U l2 L,F' U' F U' F' U2 F,,U2 M U2 M U' M' U2 M' U',37
D2 U' F L2 F' D B' L' B' R B' F' U R' D' B2 R L2 B L R2,x2,U' B' D' F L F2 U R2 D2 B',L2 U' L U L U L2,L U L',U2 R' F2 U F2 U' F2 U' F2 R U' U',,M2 U M' U2 M U' M2 U2,40
B' F R2 B D2 U F B2 R L' U D R2 L' U' D' F' U' R' B2 L B2 R,x2,B2 D U B' L F R B' U F,L' U L' U L2,U2 l U2 l',U2 U' F R B' U' B2 U B R' F' U',,U' M2 U M2 U2 M U2 M',39
L2 U' R2 F D' L2 D' B U2 B F2 D F' U F' B R2 D' L' F' U' L2 R2,x2,R2 U L' D2 B2 L2 D F' R B',U2 L U L U L2,U' l2 L' U2 l2 L2 U' L',U' U' F R B' U' B2 U B R' F' U,,M' U2 M' U2 M2 U M2 U M U2 M,47
R2 F2 B2 L' D' L D L' R2 B D2 B2 F' D' R' D2 U2 R2 L2 F U R,x2,D F R2 F U2 L2 U B' F',L' U2 L U2 L' U' L,U' L U l' U2 l U2 L',U2 L' R' U L U' L F2 L' U' F2 U R U,,M' U2 M U M' U2 M U',46
D2 L2 D2 U2 B' U' D2 B2 R2 B' U2 D2 R' L2 F U F2 B2 D2 F' R',x2,U2 R F' U2 B2 R' F' R B',U' l' U2 l' U l2 U' L2,L U L' U' L U L',D B2 D2 L2 U' F2 U2 L2 D' B2 D2 R2 U',,U2 M2 U' M' U2 M U2 M2 U',46
B' R' F' U R' D' B U2 D' R' F U' B R' B U2 F U' D2 L2 B2 R' F R',x2,U L B' D' B2 F D2 R' D2 B,l2 U l2 U' L2 U' L,U L' U l2 U' l2 U' L,U R' F2 U F2 U F2 U' F2 R,,M2 U' M U2 M2 U2 M U M2,44
U L' B U2 L2 U R' L D L' B2 D2 B L2 F D' B F R' B,x2,F U B2 L' B U2 R' D' R2 B',L2 U' L U2 L2 U L2,l2 U2 L' U' L U' l' U2 l',U2 L' F U2 F' B' U' F U B U2 F' L U,,M' U2 M U2 M2 U M2 U',48
D2 U' L D' B2 R2 B L' D B2 F' U F D2 U2 R' B' R2 U2 D' L2 R2 D2,x2,R D' B D' U' B L' D L2 B',U2 L U2 l2 U' l2,U2 l2 L' U' l2 L,L' B' L F' L' B L F,,M2 U2 M' U2 M U M2 U M U2 M',41
U' B F U F2 R' F' R2 B D' L' B' D' U B' F R U' B R2,x2,L D F L' R B U F D' F,L2 U L' U L2,l U2 l',U' R2 D' L F2 L' D R U2 R U,,U2 M' U2 M U M2 U M2 U2,38
L B2 R2 F2 U L' B F2 L2 F D R F2 U2 B' F2 L2 B2 L' B L2 D' U2 F,x2,D' B D2 B R2 F D2 U R' B',U2 L U' L,l' L U2 l U L',B' R B2 L' D' L' D L2 B2 R' B U,,M2 U2 M U2 M U M2 U M U2 M,43
R2 U2 L2 U2 B2 U' F2 L U R2 L' U2 F2 L U D' B2 F U' R B2,x2,D2 L2 B L2 D' B' F2 L' B2,L' U L' U2 L U L2,L U L' U L U L',R' U' B L2 D F' D' F L2 B' U2 R U,,M U2 M U M U2 M U',44
L' R' D F2 L U' L' F' L2 U R2 D2 L U' R2 B2 R' F L F' B' U',x2,R F2 U R2 F2 D B' F' L F2,U L' U l2 U' l2,U' L U L',R2 F D R2 U D' R2 F2 U' F' R2,,U' M U2 M2 U2 M U,38
U2 F' R2 B U' B L R' U2 D L2 R2 F' B U2 B2 R' F2 D B2 U' B2,x2,D2 R2 F U L B' U' R' F2,U2 L' U' L' U' L' U' L,l2 U L' U L U2 l2,U2 R B2 R' U2 R' U L U' L' R U',,M U2 M U2 M2 U' M' U2 M U',46
F' U' F B U2 D R' B D' F2 U2 R' L2 D' B2 D L U' R F,x2,B F L' U B D F2 R2 B,L U L' U' L2 U L2,L U L' U2 L U L',U' L' U R U' L U R' U',,U M U2 M' U' M U2 M',40
R2 D' R' F' U' D' B' L2 D' R' B2 R L F D' F L2 F2 R B' L2,x2,B L' U' B2 U2 F' L U R B,L' U2 L' U' L,U' l2 L' U2 l2 L2 U' L',U2 R2 B2 L D' L D' R2 F2 L U2 L U,,M2 U M' U2 M2 U2 M' U' M2,45
D B2 R D' U' R' F' D L' D U B R2 D R2 B L' F' D2 L' F' R D L2 F,x2,U2 L R' F L R B' L2 D,l2 U l2 L' U' L,U' L U L',F U F2 U' F2 U F,,M2 U M U2 M U M' U2 M U2,36
B L R2 U' R' U D B2 D' U' B' D' F2 U L B U' D2 B2 F' R2,x2,F' R2 U' R' D2 L2 F' L' F2 D2,L' U L' U' L2,U L' U l2 U' l2 U' L,U2 L' B' R' B L B' R B U2,,U M U2 M' U2 M2 U M' U2 M',43
L' R' F' L' D2 U2 L' U2 L R' D2 B' R2 F2 L2 U B R2 D' L' D' R2 U' L2 F2,x2,B U' R2 D F' L R D,l2 U' L' U2 l2,U' l2 L' U l2 L,U2 L' B' R' B L B' R B U,,M U2 M U' M' U2 M U2 M2 U',39
B F' L' U L U' L D2 L' B' U R2 L' F' U D2 B2 U' L U2 R' F',x2,U' L' R2 F L R2 D2 U' R,l2 U L U' l2,U2 l U2 L' U2 L U2 l',U' L' F U2 F' B' U' F U B U2 F' L U',,U M' U2 M' U' M2 U2,43
R F' D2 F2 L R' U' R' D' B D R2 F2 U' F' D F2 D2 R2 D U' B2 L2 D F2,x2,D' L' U' B' F R' D U2 F2,l2 U2 L' U' L' U l2,U2 l2 U2 L' U' L U' l2,U2 B U2 B D F' L2 F D' B2 U2,,M' U2 M U2,39
R' B2 F2 R2 B' U2 B D L D2 F' U' D R' D' B L2 F2 R U' D R2,x2,R B R2 B2 U B' L B2 U' F,U2 L2 U2 L2 U' L,U L U l' U2 l U2 L',F R' F D2 B' L B D2 F2 R,,M' U2 M' U M' U2 M' U',42
B' F2 R2 B' F U2 R F2 R' L' F L' B2 F' L' B R' D F2 U' B U F2 R' F2,x2,F' L D U' R',L' U2 L2 U L2,L' U l2 U' l2 U' L,B2 D F' L2 F D' B' U2 B' U',,M' U2 M' U M U2 M' U' M2,36
R F' L2 B F2 U R L' B L U' L' U' D2 B2 D F2 D B U2 L,x2,L' F U L' B' D2 B2 F' R,U' l' L U2 l U' L2,U' L U L' U' L U L',U2 F R' F D2 B' L B D2 F2 R U2,,M U2 M U' M U2 M U,44
B2 U' D' F2 U2 R L' F' U2 R' D R' L F D2 R L2 U' D' F L',x2,F' R' U L2 B' D F R2,L2 U2 l2 U l2 U' L2,L U l2 L2 U l2 L,R' F2 U F2 U' F2 U' F2 R U' U',,U M2 U2 M U2 M' U' M2,41
L' D' L R U2 D' R' L2 D2 F' B U L' B L2 D' B' D2 U F2 R2 U2,x2,R' F' L' U R F L B',L' U l2 U l2 L',l2 L' U l2 L2 U L',U2 B U2 B D F' L2 F D' B2,,M U2 M U M2 U' M' U2 M,40
F2 D B L' B2 R2 D' R' F U B F' U' D2 L' U' D' R' U' F U',x2,R' U B2 U B' F L2 F,U' L2 U L' U' L,U l U2 L' U2 L U2 l',U' R U R' U R2 F2 R' U2 R F2 R2 U U',,U2 M2 U M' U2 M U' M2,44
F' R2 F' R2 B' R F' D F' L2 F D B' F' L2 R2 D B R D2 L,x2,D B2 U' B2 U' B R2 U R',L' U L U' L2 U2 L2 U' L,U' l2 L' U' l2 L2 U L',U' U2 F B' U' B U F' U2 B' U2 B U',,U M' U2 M' U' M2 U2,46
R' U R L2 F' D' B2 D' L2 B2 L U F' D2 B2 R2 B F2 D B U' L F' D,x2,R D2 U B' D2 R' F2 D' B',L' U l U2 l' L2 U' L2,U' l2 L' U' l2 L2 U L',U U' F R B' U' B2 U B R' F',,U2 M2 U M' U2 M U M U2 M,46
R2 U' R L D R U' B' U' B2 F2 U L' F2 U' L2 U' B U D' B,x2,U2 L' F' U2 R' B L2 D B',U' l2 L' U' L' U l2,L U L',U' F R' F D2 B' L B D2 F2 R U2,,M U2 M U2 M2,36
B U2 R2 U' F R D2 F2 R' D2 R2 F2 L2 R2 D' B U L2 U2 B',x2,B' L D U R' U' R B' D2,L2 U' L' U L2 U' L,l' L U2 l U L',U L' B' L F' L' B L F,,M' U2 M' U2 M2 U M2 U M U2 M,42
F' R' L2 D2 B' U F2 B2 D' U R2 U B F' U2 L' R' D' F' D2 F2 L' U2 B2 D,x2,F U2 R F L2 B' L' R2 F,L U' L' U' L,U2 L U l' U2 l U' L',U' F R F' L F R' F' L' U,,U2 M' U2 M' U M' U2 M' U,41
L' R2 U L2 R2 F2 B' L2 R U' R' B' F U2 L2 D2 L U2 L2 U B' L2,x2,R U2 R B U' B2 L' B F,L2 U' L2,L U' L',U' F R2 F L2 F' R2 F L2 F2 U,,M U2 M' U M2 U2 M U2 M U,36
F R' L' B2 D' R F' D' F2 L2 F' D' L2 U L B2 L D' U' R' B,x2,R F R' U2 L D' U2 R B',l2 L' U2 L2 U' l2,U2 l U2 l',U L' B' L F' L' B L F U2,,M U2 M' U M2 U' M U2 M,38
D B R B2 F2 L D2 B' D2 F2 L' B L' U2 F D2 R B' R B' U2 L2 U R' L',x2,F' D' B L' B R' D' L D',U2 L U l2 L' U l2,U2 l2 L2 U l2 L' U L',U U B' U B2 D F' L2 F D' B2 U' B U,,U2 M' U2 M' U' M2 U,45
B2 R2 L F2 L B' U2 D' L' R' U D B F2 R D2 U' F2 L2 U L U' D R F,x2,B' R2 U2 F2 U F' D' U2 B',U2 L' U' L2 U' L' U L2,U l' L U2 l U' L',B' R2 D L2 D2 F' D R2 D L2 D' B U2,,M U2 M2 U2 M' U M2 U',45
L R D R2 F2 U' F' U' R2 F2 L B' D2 F2 D' F2 B' L2 D' L' U' D',x2,B' R' F2 R B2 U' B' D2 R,L' U' L' U l2 L' U' l2,L U2 l2 L2 U l2 L,U' L' B L F' L' B' L F U U',,U' M2 U2 M U2 M U' M U2 M',45
U F D2 U' R' L' U2 R' B D' B' U2 D' F' L' U' F2 L D2 F R',x2,R2 D2 F D' R B' D' U B',L U l2 U' l2,U' l2 L' U2 l2 L2 U' L',U B L2 F' D F' D' F2 L2 B' U',,U2 M' U2 M U M2 U M2 U2,42
U' D' R L' B2 R2 F2 U2 L' D B2 R2 L2 F' L' B2 F U B' L' D L' D2,x2,U' R2 D' B L D2 B L' D,U' L,L U2 L' U2 L U L',U L U' F D' F U' F' D F' U L',,M2 U M' U2 M' U,36
D2 F U2 F' D2 U' R U L' F2 B L' B2 D2 F R2 U2 D L D' F,x2,R2 F2 L U2 F D2 B F,L2 U' l2 U l2 L2 U L2,l2 U2 L' U' L U' l' U2 l',U L2 F2 R' D' R F2 L' U L' U,,U2 M U2 M' U M U2 M U M2,46
F B2 D U2 L U2 D2 F' B R U R L' F R' L B L' F2 R2 L',x2,B' R' U' B U2 B2 L' F',U L U l' U2 L2 U2 l,L U L' U2 L U L',U L' R' U L U' L F2 L' U' F2 U R U,,M U2 M' U' M2 U' M2,44
R2 D2 F2 R B D' U R F' D R U2 R2 U R B2 L2 U' R' F R,x2,D2 L2 U2 R' U' F D U B',U2 l2 U' l2,U L U l' U2 l U2 L',U F R' F D2 B' L B D2 F2 R U,,U' M2 U' M2 U2,38
F2 B' D' L B R2 L2 D R' L D2 L2 D2 L' B' L' U B' R2 L U' D',x2,R F' U B D2 L F D' B,U' l2 L U l2 L',L U2 l2 L2 U l2 L,U' F R F' L F R' F' L' U,,U2 M2 U' M' U2 M U M2,40
B L2 B' D B' F' L2 F B2 D2 R' B' L2 R' D U' R' L' D2 U R' U B' U' B2,x2,B R' D B L2 U' R D' B' F2,L' U' l2 L2 U l2,L U l' U2 l U' L',U' R2 B2 L D' L D' R2 F2 L U2 L,,U' M' U2 M U',40
L2 U' R2 U2 L D U' L' R2 U D' L D2 R U2 B U D' B R',x2,U' L' D F' U B' U2 F,U2 L' U' L2,U' l2 L' U' l2 L,U' R2 B2 L D' L D' R2 F2 L U2 L U2,,U2 M2 U M' U2 M U2 M2 U,40
F' D2 L B' D2 U R' F2 L D2 F' U' F2 D2 L2 F' D B' R2 L,x2,D2 B' U R2 B' L' F' D',L2 U' L' U' L' U' L,L U2 L' U2 L U L',U' R2 D' L F2 L' D R U2 R U2,,M U2 M' U M2 U' M' U2 M',42
B2 R U B U B2 D F' D' F' D2 U' B' R2 U F R U' F' B2,x2,B U R' U2 F D B' F' L B2,U l2 L U' l2,U2 l2 L' U' l2 L2 U' L',U2 B U2 B D F' L2 F D' B2 U2,,M U2 M' U' M' U2 M' U' M2 U2,44
L B2 L2 B' D' R2 B2 R2 B2 L' D F' B2 D' B' R' U' R' B2 R2 L',x2,F U' B U' R' U L' R F,U L U' L2 U' L,L2 U' l2 U2 l2 U L2,U' U B L2 F' D F' D' F2 L2 B',,U2 M U2 M U' M U2 M U',42
U' L U B D2 F D' U' L' U B R L B2 F U2 B2 L2 U2 B2 U' F' R2,x2,R2 F L U F' D2 U' L2 F R',U L U2 L,U2 L' U l2 U' l2 U' L,L' U R U' L U R' U',,U2 M' U2 M U M2 U2 M2 U,39
R B' D2 F2 D R F L' D2 R2 D2 B' F L2 B2 L R' U R' B' F L2 B U,x2,L' R' D2 F' R F2 U B' R2,L2 U' L2 U' L,l2 L' U l2 L2 U L',U R2 F D R2 U D' R2 F2 U' F' R2 U2,,U' M' U2 M' U' M U2 M U2,43
R' U2 L2 D' L B2 F2 L R2 U' F' R2 L2 F2 L B' U2 L U B' L',x2,L' B2 F' D L2 B R D L F',U L2 U2 l' U2 l,l U2 l' U2 L U L',U' B' R2 D L2 D2 F' D R2 D L2 D' B,,U' M' U2 M U M' U2 M,44
R2 L B' F2 D B2 F2 R2 B2 D' B2 F D F2 L' U' L' D R U D B2 D2 B,x2,D2 R2 F' R D B L R B2,L' U' L U L' U L2,l2 U2 L' U' L U' l2,U' U' F R B' U' B2 U B R' F' U2,,U M' U' M2 U' M2 U M,43
R' B' U' L2 D L2 U' B' R2 B2 R2 D L' U F' B2 R' F' D' F2 D2 L D,x2,B F2 U F2 R D' R B' R' D2,U l2 L U l2 U2 L,U' l2 L' U' l2 L,U2 R2 D' L F2 L' D R U2 R U2,,M2 U2 M' U2 M' U M2 U M' U2 M',45
F' L F2 R2 D R D2 U F' U2 R' U2 D2 R U2 B2 F L2 F R,x2,U' L D' R U2 L2 U2 F' D,U2 L' U L U L2,U2 L U' l' U2 l U2 L',R2 B2 L D' L D' R2 F2 L U2 L U2,,M2 U' M' U2 M' U' M U2 M' U2,45
F L F R2 D U2 L2 D B2 F U2 D2 R2 L' U' F2 L' F' L F,x2,L' D B F' U' F2 L2 U B',l2 L2 U l2 U2 L,U L U l' U2 l U2 L',U2 R' F2 L F2 L D' L' D L' R U,,M U2 M' U' M' U2 M' U2 M2 U',45
D2 U' F' R U R2 D F L F' B L2 U' R' D R2 F' R U' L',x2,B' D U B R F R D2 F,L2 U l U2 l' U' L,L U l2 L2 U' l2 L,U2 F R F' L F R' F' L' U,,U M2 U M' U2 M',39
U' L2 D F2 B2 R2 F2 B' R L2 B U D2 L F' B D2 U2 F2 B R' B' F R' F,x2,B F2 L F R D2 F' D B,l2 U' L2 U' L U l2,L' U l2 U' l2 U' L,F R2 F L2 F' R2 F L2 F2 U U2,,U M U2 M' U' M' U2 M' U M2 U',45
D L D B2 F D2 U2 F2 D' U2 L' R U2 R B2 D2 U2 R' U' R,x2,R' D2 L2 D2 B,l' U2 l L2 U L,U L2 U2 L' U' L U' L2,U2 B' R B2 L' D' L' D L2 B2 R' B U2,,U M' U2 M U M' U2 M U2,41
D U2 L D' R' D' R' D U R2 B' F' D' F' D2 F R2 F' U2 F L F L2 D,x2,U2 L F' U' L D2 L2 D B2 F,U' l2 L U l2 U2 L,l U2 l',U B L2 F' D F' D' F2 L2 B' U',,U2 M U2 M' U M2 U' M2,39
R B2 D' L2 R' U2 L R2 U' F' U D2 L B' L D B' U2 R2 D U2 R2 L,x2,D2 B' F' D F R' B D2 R,U' L2 U2 L' U' L2,l2 L' U' l2 L,U U B' U B2 D F' L2 F D' B2 U' B U',,M U2 M' U M2 U M U2 M U2,44
B2 F' L2 F2 U D' R' D' L2 R2 U2 D F' R2 D' F' U2 L' D2 F L F R D2 B,x2,B' L D L2 F R D' F D2,l U2 l U' l2 U' L2,U2 l2 L' U' l2 L,U R B2 R' U2 R' U L U' L' R U2,,U2 M' U M2 U2 M2 U M U2,43
R F2 R U' R2 F' U2 B' U' R2 D U F' B2 R2 D' R' D2 R U2 L,x2,B2 U L R' D2 R B L' F',U2 L' U L' U' L,l2 U2 L' U' L U' l' U2 l',R U' L' U R' U' L,,M2 U2 M' U2 M U M2 U M U2 M',42
D2 U2 R D L' U2 L' R' U R F' U2 L' D2 F' D R2 U R' L D,x2,B' D' F2 L' F2 U2 B2 F' D2,l' U2 l' U' l U2 l,l2 L' U l2 L2 U' L',U' B U2 B D F' L2 F D' B2 U,,M' U2 M' U M' U2 M U M2 U2,44
D2 L' F L D' R B D2 U' L B L R2 F' B2 R' F' D U B R2 F2 L' D' F,x2,U L2 F' U' B2 L' F' D2,L' U' L' U L' U' L2,U2 l2 L' U' l2 L2 U' L',U B L2 F' D F' D' F2 L2 B' U,,U' M' U2 M2 U2 M U M2,42
B D' R2 L2 U' F B2 R2 B2 L2 B2 R2 B' F R' U R L U' F2,x2,D2 L' B' R D' U' R B' F,U' l' L2 U2 l U' L2,L U2 l U2 l' U' L U' L2,U2 F U2 F2 L F L' F U' R U' R' F' U',,U M U2 M' U' M' U2 M,47
R' D2 L F D2 B2 F R U2 D L' R F' U B D' R' L D R2,x2,U' F' R B' D L2 F' D2 L2 F,U l2 U2 l2 U L,L' U l2 U' l2 U' L,F R' F D2 B' L B D2 F2 R U,,U M U2 M U M' U2 M' U2,43
D' B R D U B D' R' L' F L2 F R2 F2 R D2 B U F U2 F2 L2 F2,x2,B' F2 R' U L B L2 R B',U' L U' l2 U l2 L',l2 U2 L' U' L U' l' U2 l',U' B U' F' U B' U' F U',,U M' U2 M' U M2,40
L' D2 R L2 D R' F B U2 R2 L2 B D' B R B L2 B' L2 D' L2 R U2,x2,D R B' U F2 R U B' F',U2 l2 U l2 U' L2,U' l2 L' U l2 L,U B U2 B D F' L2 F D' B2 U',,M' U2 M' U' M U2 M' U2 M2 U',42
R2 D' L R2 F2 U B' L R2 F U' D B L' D' R2 F2 B' R' F' L2 R' D L2,x2,F D' L' F' U2 R' B2 L' F',l2 U' L U2 L2 U l2,U2 L U L' U' L U L',U F R' F D2 B' L B D2 F2 R U',,M2 U M' U2 M U M2,43
R2 U' B' U2 D F U F' L2 U F2 D R2 L2 D' U B R D' F2 U F2 L2 R',x2,F D R B' U' B' L2 B' D2,l U2 l' L2 U2 L' U' L,U2 l2 L' U' l2 L,U' B' R B2 L' D' L' D L2 B2 R' B U',,M' U2 M' U' M U2 M U,44
B' F' D F' L' R B' D' L B' F2 L2 R' B R2 B' R U L2 B2 D F' L2 F2 L2,x2,R' F D2 B U' B2 D' R' F,L2 U2 L U L,U L U l' U2 l U2 L',R U R' U L F2 L' U' U2,,U M U2 M' U2 M2 U' M2,39
D B' F2 U' L2 F' D2 U2 R L B' L2 B' U2 F R2 B2 U L D' F2 D L' D' R',x2,L2 D L F2 D B' F2 U' R',l2 L2 U' L' U l2,L U2 l U2 l' U' L U' L2,R B2 R' U2 R' U L U' L' R U,,U' M U2 M U' M' U2 M' U' M2 U' M2,47
L2 U' B' R2 L2 D' L2 B F R' D L R B' U' D F L B' L R2 D B U',x2,B' U L' F R2 D L2 R B' F',U' L' U' L' U l' U2 l,U l2 L' U' l2 L2 U' L',U' F R' U2 R F' R' F U2 F' R U2,,M U2 M U M U2 M' U M2 U2,48
F2 L F D' F' D2 U L D' U2 L F L B2 L D' U L D2 F2,x2,U2 B' R B D B' U2 R,U' L U2 L' U L2,L U' L' U l2 L' U' l2 L,U2 F B' U' B U F' U2 B' U2 B U',,U M' U2 M' U' M2 U2,42
F2 B2 R F D2 B R2 B R' F2 R D' U2 B' L' R B U2 F' U2,x2,L' D2 U' B L' R2 U' R2 B2,U' l2 U2 L U' l2,U l U2 L' U2 L U2 l',R' F2 L F2 L D' L' D L' R U',,M2 U M' U2 M U' M U2 M,43
U D R' B D2 L' B R2 B' D U F B2 L2 U B' F' R F U B R' B' D2,x2,U2 F' L' D B' R D B' R F,l2 U L2 U' l2,U l2 L' U l2 L2 U L',U L F2 R' D R F2 L2 U L U2,,U M2 U' M2,38
